Sumatoria PSD,Mediana PSD,Varianza,Estado del ciclo
5.593809216330973e-06,9.481032570052497e-08,6.590568893839056e-05,Ciclo normal
5.332797420768606e-06,9.038639696217976e-08,6.496043540700692e-05,Ciclo normal
5.2991328170169954e-06,8.981581045791517e-08,6.290664976408418e-05,Ciclo normal
1.064296601685221e-05,1.8038925452291882e-07,0.00012853994284731186,Ciclo normal
9.669424681526126e-06,1.6388855392417164e-07,0.00011316398190455614,Ciclo normal
1.1196672531498872e-05,1.8977411070337072e-07,0.00013221643978437715,Ciclo normal
1.117776350692555e-05,1.8945361876145e-07,0.0001299800221204662,Ciclo normal
1.0540506904685948e-05,1.7865265940145676e-07,0.0001227348606938596,Ciclo normal
9.10646687640513e-06,1.5434689621025644e-07,0.0001094936073181761,Ciclo normal
8.957979784265597e-06,1.5183016583501013e-07,0.000113658335125169,Ciclo normal
1.0059417017802986e-05,1.704985935220845e-07,0.000125246301903206,Ciclo normal
7.454851675036263e-06,1.263534182209536e-07,8.312493389746221e-05,Ciclo normal
6.953886885333711e-06,1.178624895819273e-07,7.909714878508478e-05,Ciclo normal
5.808884669709083e-06,9.845567236795056e-08,6.78933711617256e-05,Ciclo normal
5.925302131362209e-06,1.0042884968410523e-07,6.796963858635351e-05,Ciclo normal
5.530064136906871e-06,9.372990062554019e-08,6.685587446145722e-05,Ciclo normal
5.781738880513096e-06,9.799557424598467e-08,6.762081428543757e-05,Ciclo normal
5.289189025181561e-06,8.96472716132468e-08,6.001757641388929e-05,Ciclo normal
5.783420320116321e-06,9.802407322231053e-08,6.576956666326347e-05,Ciclo normal
5.556960633023664e-06,9.418577344107904e-08,6.392040040432776e-05,Ciclo normal
5.75816801815113e-06,9.759606810425645e-08,6.427850651046723e-05,Ciclo normal
6.419174600855632e-06,1.0879956950602765e-07,7.246901911908419e-05,Ciclo normal
5.731686285485718e-06,9.714722517772404e-08,6.582600262157097e-05,Ciclo normal
6.381262891987257e-06,1.0815699816927555e-07,7.614774178664264e-05,Ciclo normal
5.580291634848884e-06,9.45812141499811e-08,6.149642124500662e-05,Ciclo normal
5.124861366337051e-06,8.686205705656018e-08,6.123421970402655e-05,Ciclo normal
6.454941698615352e-06,1.0940579150195512e-07,7.191480259723873e-05,Ciclo normal
4.81467312555833e-06,8.160462924675135e-08,5.530414741505971e-05,Ciclo normal
4.448373339869485e-06,7.539615830287262e-08,5.099827700507813e-05,Ciclo normal
4.587907927333532e-06,7.776115131073783e-08,5.105192704435315e-05,Ciclo normal
3.994460320903866e-06,6.770271730345535e-08,4.421748920439839e-05,Ciclo normal
4.620827984326231e-06,7.831911837841069e-08,5.178177161380384e-05,Ciclo normal
4.96805280065989e-06,8.420428475694729e-08,5.522730660562668e-05,Ciclo normal
4.85525779605807e-06,8.229250501793338e-08,5.396490582568416e-05,Ciclo normal
5.014478402603585e-06,8.499115936616246e-08,5.5942769419034264e-05,Ciclo normal
7.163280887979925e-06,1.2141154047423601e-07,8.526974290427195e-05,Ciclo normal
7.546432912395839e-06,1.2790564258298033e-07,8.936217954235765e-05,Ciclo normal
7.167431039761654e-06,1.2148188202985854e-07,8.330337457237343e-05,Ciclo normal
6.391646361040102e-06,1.0833298917017122e-07,7.604101325446533e-05,Ciclo normal
6.807472382236436e-06,1.1538088783451587e-07,8.247808784089621e-05,Ciclo normal
7.145012276996709e-06,1.2110190299994422e-07,8.363759790231175e-05,Ciclo normal
6.111895999482555e-06,1.0359145761834839e-07,7.203497289802943e-05,Ciclo normal
6.9076550987739055e-06,1.1707889997921874e-07,8.197127478992139e-05,Ciclo normal
2.8714134245151677e-06,4.8668024144324876e-08,3.319363327035943e-05,Ciclo normal
3.443075323910959e-06,5.835720887984676e-08,4.11676244277676e-05,Ciclo normal
4.2266656816170525e-06,7.163840138333987e-08,5.130426876635589e-05,Ciclo normal
3.599602477254321e-06,6.101021147888679e-08,4.421420855117332e-05,Ciclo normal
4.154662983313306e-06,7.041801666632722e-08,4.9961612065246066e-05,Ciclo normal
4.783871074966507e-06,8.108256059265267e-08,5.851313823275085e-05,Ciclo normal
4.6766391175216695e-06,7.926506978850288e-08,5.602385506224572e-05,Ciclo normal
4.79991475744541e-06,8.135448741432898e-08,5.493101948836734e-05,Ciclo normal
4.813190808386001e-06,8.157950522688137e-08,5.623374470648847e-05,Ciclo normal
4.759262027048237e-07,8.066545808556334e-09,5.704148223511787e-06,Ciclo normal
6.598520539390057e-07,1.1183933117610266e-08,7.735279056320796e-06,Ciclo normal
6.89625218047278e-07,1.1688563017750475e-08,8.314501698247645e-06,Ciclo normal
6.052085625011761e-07,1.0257772245782647e-08,7.181861926649788e-06,Ciclo normal
5.558891916588821e-07,9.421850706082747e-09,6.464532595882444e-06,Ciclo normal
5.880525515319284e-07,9.966992398846244e-09,7.001926727341853e-06,Ciclo normal
6.675233280799535e-07,1.1313954713219552e-08,8.063837681422631e-06,Ciclo normal
7.185484427745821e-08,1.2178787165670882e-09,9.830069129714524e-07,Ciclo normal
7.798181142090878e-08,1.3217256173035387e-09,1.0384351792388278e-06,Ciclo normal
1.3759958648583316e-07,2.332196381115816e-09,1.6739538361455984e-06,Ciclo normal
1.5083574563380624e-07,2.5565380615899362e-09,1.7896225832834272e-06,Ciclo normal
1.2942922342333614e-07,2.1937156512429853e-09,1.558294266240164e-06,Ciclo normal
1.2001589263509123e-07,2.0341676717812073e-09,1.4302788900476405e-06,Ciclo normal
1.0453350809759808e-07,1.7717543745355606e-09,1.2817856592488078e-06,Ciclo normal
8.299105790655186e-08,1.4066281001110485e-09,1.016842712930432e-06,Ciclo normal
1.146452544001113e-07,1.943139905086632e-09,1.40194639163159e-06,Ciclo normal
2.175633955490698e-05,3.6875151787977936e-07,0.00030988888677786015,Ciclo normal
1.973716475306075e-05,3.3452821615357206e-07,0.0002794841312978698,Ciclo normal
2.7455662822630112e-05,4.6535021733271376e-07,0.0003814504612645703,Ciclo normal
0.00021595650078934446,3.6602796743956687e-06,0.0025701561792305897,Ciclo normal
0.00024610868543221547,4.171333651393483e-06,0.003021522899481978,Ciclo normal
0.00021151934573543886,3.585073656532862e-06,0.002489532570945308,Ciclo normal
0.00020615816051348408,3.4942061103980355e-06,0.0024862705933215486,Ciclo normal
6.023435660869372e-05,1.0209212984524359e-06,0.000720411205253199,Ciclo normal
0.0001740146515004699,2.94940087288932e-06,0.002022675807736775,Ciclo normal
0.00015614351815463882,2.6465003077057427e-06,0.0018378988267208662,Ciclo normal
0.00014602551751623702,2.475008771461644e-06,0.0016048253597139382,Ciclo normal
0.0001722294084842864,2.91914251668282e-06,0.0020154663099671596,Ciclo normal
5.914894461050316e-05,1.0025244849237824e-06,0.0006738906858266794,Ciclo normal
8.141658871217597e-05,1.3799421815623044e-06,0.0009424716553393506,Ciclo normal
0.0006475988945500906,1.0976252450001534e-05,0.007626062900622165,Ciclo normal
4.399704421592661e-05,7.457126138292646e-07,0.0005089569315144429,Ciclo normal
0.0004893589603720838,8.294219667323454e-06,0.005472517462744469,Ciclo normal
0.00018195403398730512,3.0839666777509343e-06,0.002106702368094037,Ciclo normal
0.00020637088771494384,3.497811656185489e-06,0.0023493924735724587,Ciclo normal
0.00010490626578125699,1.778072301377237e-06,0.0012683214566675772,Ciclo normal
8.239435449361217e-05,1.3965144829425792e-06,0.0009593303627133096,Ciclo normal
0.00014608095923158588,2.475948461552303e-06,0.0016721128405965593,Ciclo normal
0.00012051561426366814,2.04263752989268e-06,0.001416336121597512,Ciclo normal
0.0005356918296827409,9.079522536995609e-06,0.006309328951114449,Ciclo normal
0.0005101056212325531,8.645857986992425e-06,0.005856158065220304,Ciclo normal
0.0004120576418103978,6.984027827294878e-06,0.004949638583809063,Ciclo normal
0.0004968671157851584,8.421476538731498e-06,0.005528569118935009,Ciclo normal
3.157910391497853e-05,5.352390494064157e-07,0.00038357906933539246,Ciclo normal
1.0716587667268425e-06,1.816370791062445e-08,1.2484769422074705e-05,Ciclo normal
1.1012356767473268e-06,1.8665011470293675e-08,1.335343859850388e-05,Ciclo normal
3.6700780176978896e-07,6.220471216437101e-09,4.097670233115959e-06,Ciclo normal
4.343497759345279e-07,7.361860609059795e-09,5.727264311026222e-06,Ciclo normal
8.845168630200371e-07,1.4991811237627747e-08,1.0458621292646691e-05,Ciclo normal
7.357979680645364e-07,1.2471152001093837e-08,8.60772198615137e-06,Ciclo normal
1.1582373387251897e-06,1.963114133432525e-08,1.5297356057060825e-05,Ciclo normal
1.5589253987575046e-06,2.6422464385720417e-08,1.8362422114715667e-05,Ciclo normal
1.020472557814374e-06,1.7296145047701254e-08,1.1868739943467906e-05,Ciclo normal
1.3711786833356073e-06,2.3240316666705208e-08,1.5699837386758015e-05,Ciclo normal
1.0320511814460216e-06,1.7492392905864773e-08,1.2984530444608822e-05,Ciclo normal
1.6044586304015539e-06,2.719421407460261e-08,1.9105840576719725e-05,Ciclo normal
2.5311145133561835e-06,4.290024598908786e-08,3.055134998355542e-05,Ciclo normal
2.091700099070209e-06,3.545254405203744e-08,2.5419440653844243e-05,Ciclo normal
2.8263675340625444e-06,4.7904534475636345e-08,3.739944218697615e-05,Ciclo normal
1.407837909122839e-06,2.3861659476658288e-08,1.7137614421834664e-05,Ciclo normal
1.1419608022795354e-06,1.9355267835246364e-08,1.3531252694999733e-05,Ciclo normal
1.5379134425277985e-06,2.6066329534369464e-08,1.8197189211220414e-05,Ciclo normal
1.8018771298149886e-06,3.054029033584727e-08,2.033768787397733e-05,Ciclo normal
1.7186199255747783e-06,2.9129151280928444e-08,1.9768536932858067e-05,Ciclo normal
1.747923315127853e-06,2.9625818900472085e-08,1.9781930065328737e-05,Ciclo normal
1.4075854098917796e-06,2.385737982867423e-08,1.6108802730731918e-05,Ciclo normal
2.4845030360707545e-06,4.211022095035177e-08,2.8648102327489344e-05,Ciclo normal
1.5048130327842219e-06,2.550530564041054e-08,1.6944163820394244e-05,Ciclo normal
1.32796024725874e-06,2.2507800800995593e-08,1.5005496841254334e-05,Ciclo normal
1.2787002581087101e-06,2.1672885730656104e-08,1.6161633209333935e-05,Ciclo normal
9.021392891560535e-07,1.5290496426373786e-08,1.159150513131251e-05,Ciclo normal
8.081275319092803e-07,1.36970768120217e-08,1.0064142368643678e-05,Ciclo normal
1.0787032739548315e-06,1.8283106338217483e-08,1.300980326137473e-05,Ciclo normal
1.1241557348676088e-06,1.9053487031654387e-08,1.4631825346892146e-05,Ciclo normal
1.0734347183428854e-06,1.8193808785472633e-08,1.3894288971773139e-05,Ciclo normal
1.8712890726670915e-06,3.1716763943510026e-08,2.1561082496292552e-05,Ciclo normal
2.3109719788735173e-06,3.916901659107657e-08,2.5937290475385284e-05,Ciclo normal
1.7926222591352531e-06,3.038342812093649e-08,2.0555502093337178e-05,Ciclo normal
1.9245681192620252e-06,3.261979863155975e-08,2.2262353673157663e-05,Ciclo normal
3.837321235311324e-06,6.503934297137838e-08,4.981288766801463e-05,Ciclo normal
3.2972119970357284e-06,5.5884949102300484e-08,3.944353799369759e-05,Ciclo normal
2.5568377383746187e-06,4.333623285380709e-08,3.117255138191295e-05,Ciclo normal
2.1951366100041606e-07,3.7205705254307806e-09,2.4715224567609944e-06,Ciclo normal
1.6839516486571599e-07,2.8541553367070506e-09,1.8656855802964223e-06,Ciclo normal
1.2665481126823413e-07,2.146691716410748e-09,1.4493938757334113e-06,Ciclo normal
6.179402415315928e-08,1.0473563415789708e-09,7.178952458694472e-07,Ciclo normal
3.2903286068429735e-07,5.57682814719148e-09,3.884229176750192e-06,Ciclo normal
2.339818008472515e-08,3.965793234699178e-10,2.7667761550960847e-07,Ciclo normal
1.4640253323379326e-08,2.481398868369377e-10,1.768692340540489e-07,Ciclo normal
1.7921488816787127e-08,3.037540477421547e-10,2.2032113024695635e-07,Ciclo normal
1.3965136314807306e-08,2.366972256747001e-10,1.6983662214555241e-07,Ciclo normal
1.4442046098831172e-08,2.447804423530707e-10,1.6754485755048758e-07,Ciclo normal
2.273925786880465e-08,3.854111503187229e-10,2.7404089001175437e-07,Ciclo normal
1.0221784404015094e-07,1.732505831188999e-09,1.1645738045834936e-06,Ciclo normal
1.801826121536771e-07,3.053942578875883e-09,2.1204709885918444e-06,Ciclo normal
4.0504718853835636e-07,6.86520658539587e-09,5.041455749272969e-06,Ciclo normal
3.863908488142958e-07,6.548997437530438e-09,4.802857195084244e-06,Ciclo normal
4.07662628632182e-07,6.90953607851156e-09,4.783077822768031e-06,Ciclo normal
4.006380287863387e-07,6.790475064175232e-09,4.868842884197591e-06,Ciclo normal
4.970515815082692e-07,8.424603076411342e-09,5.817465156503479e-06,Ciclo normal
3.3656748671224914e-07,5.704533673088968e-09,4.066856973697397e-06,Ciclo normal
3.5923414264028524e-07,6.088714282038733e-09,4.344942457849813e-06,Ciclo normal
1.268997137324184e-06,2.15084260563421e-08,1.5937727353867135e-05,Ciclo normal
1.0059795517316669e-06,1.7050500876807913e-08,1.28960712082551e-05,Ciclo normal
1.0520044905737312e-06,1.7830584585995444e-08,1.3501051642539635e-05,Ciclo normal
8.158949714834305e-07,1.3828728330227635e-08,1.0259644788778622e-05,Ciclo normal
1.017174733183494e-06,1.7240249714974473e-08,1.2747386699137403e-05,Ciclo normal
5.389785486730531e-07,9.135229638526323e-09,6.667252228977912e-06,Ciclo normal
7.623288788823529e-07,1.29208284556331e-08,9.675914754517801e-06,Ciclo normal
9.675832434304257e-07,1.6399715990346197e-08,1.24165282596101e-05,Ciclo normal
7.63924343728217e-06,1.2947870232681646e-07,9.206128770102148e-05,Ciclo normal
6.507817279744226e-06,1.1030198779227502e-07,7.487839649935684e-05,Ciclo normal
4.306537274060173e-06,7.299215718746056e-08,5.119046471293246e-05,Ciclo normal
7.1102816983062835e-06,1.205132491238353e-07,8.513367453467177e-05,Ciclo normal
5.234733922287528e-06,8.872430376758522e-08,6.286088509790907e-05,Ciclo normal
3.967109937073438e-06,6.723915147582099e-08,4.7020004361719794e-05,Ciclo normal
3.1038509828276697e-06,5.2607643776740164e-08,3.661600891736082e-05,Ciclo normal
1.0586901610480839e-06,1.7943901034713286e-08,1.2774651828338922e-05,Ciclo normal
7.738628915239607e-07,1.3116320195321368e-08,9.389566996736853e-06,Ciclo normal
6.022527707266888e-07,1.0207674080113369e-08,7.1313308694064e-06,Ciclo normal
9.242325038115229e-07,1.566495769172073e-08,1.1302019469350617e-05,Ciclo normal
4.96536931158438e-07,8.415880189126068e-09,6.002853177191973e-06,Ciclo normal
0.00012866489670801458,2.1807609611527896e-06,0.0015099257991442168,Ciclo normal
6.458511217445838e-05,1.094662918211159e-06,0.0007526887521739956,Ciclo normal
6.417767942671731e-05,1.0877572784189374e-06,0.0007271861326001289,Ciclo normal
7.400242371438914e-05,1.2542783680404938e-06,0.0008841072149464649,Ciclo normal
0.00010619138822318903,1.79985403768117e-06,0.0012446115171548101,Ciclo normal
2.16922487635205e-06,3.676652332800085e-08,2.474658394696525e-05,Ciclo normal
3.6288502677761505e-06,6.150593674196865e-08,4.2254435946806905e-05,Ciclo normal
3.3841939808904602e-06,5.735922001509255e-08,3.960708472047178e-05,Ciclo normal
4.6017416764897065e-06,7.799562163541875e-08,5.2973397698663914e-05,Ciclo normal
3.79401476884087e-06,6.430533506509949e-08,4.436660277035468e-05,Ciclo normal
0.00014391982748526244,2.4393191099197023e-06,0.0016262166368941552,Ciclo normal
0.00014007056922433635,2.374077444480277e-06,0.001616394969650465,Ciclo normal
0.00012873960464505516,2.1820271973738163e-06,0.0014950278046029185,Ciclo normal
9.35852613186481e-05,1.5861908698075948e-06,0.0010842332444831286,Ciclo normal
0.00012280319165795787,2.0814100281009808e-06,0.001385393811286274,Ciclo normal
1.9934717443945982e-07,3.3787656684654206e-09,2.331720757952113e-06,Ciclo normal
1.4671571677225402e-07,2.486707063936509e-09,1.6304387151130666e-06,Ciclo normal
3.167522788765814e-07,5.368682692823414e-09,3.816215006480092e-06,Ciclo normal
2.2492892974907263e-07,3.812354741509706e-09,2.654275383989711e-06,Ciclo normal
1.8648440656039378e-07,3.160752653565996e-09,2.234038447989581e-06,Ciclo normal
2.1029389722136165e-07,3.564303342734943e-09,2.391206403480399e-06,Ciclo normal
1.424563305290331e-07,2.414514076763273e-09,1.5905084640412383e-06,Ciclo normal
1.2009992449747824e-07,2.0355919406352242e-09,1.3621840841063663e-06,Ciclo normal
7.259143037218518e-08,1.2303632266472064e-09,8.192987775168201e-07,Ciclo normal
8.447747615490847e-08,1.4318216297442113e-09,9.772932008369927e-07,Ciclo normal
7.25273834570775e-08,1.229277685713178e-09,8.270469411723208e-07,Ciclo normal
5.3917669884698964e-08,9.138588116050672e-10,6.60497717061547e-07,Ciclo normal
2.4683781158807778e-06,4.1836917218318265e-08,2.756478102433922e-05,Ciclo normal
2.4539976781882463e-06,4.159318098624146e-08,2.732477722312474e-05,Ciclo normal
2.432032606695991e-06,4.12208916389151e-08,2.6619203810540233e-05,Ciclo normal
2.0928461089919307e-06,3.5471967949015775e-08,2.3727470895845705e-05,Ciclo normal
1.7559396649930272e-06,2.9761689237169952e-08,1.9503585538350295e-05,Ciclo normal
7.90900981685538e-07,1.3405101384500645e-08,9.45985100002036e-06,Ciclo normal
9.047800768950646e-07,1.5335255540594317e-08,1.0444251640958424e-05,Ciclo normal
8.813171562531898e-07,1.493757891954559e-08,1.0032696146563741e-05,Ciclo normal
4.2428897044824456e-07,7.191338482173637e-09,4.91585380993673e-06,Ciclo normal
2.0324492697990736e-07,3.4448292708458875e-09,2.35000784059335e-06,Ciclo normal
9.889121892823862e-09,1.6761223547159087e-10,1.2209472070975257e-07,Ciclo normal
9.590987218306351e-09,1.625591053950229e-10,1.1033107449753849e-07,Ciclo normal
7.0510323682725985e-09,1.1950902319106098e-10,8.309389222849236e-08,Ciclo normal
6.587508191327576e-09,1.1165268120894196e-10,7.642658069948608e-08,Ciclo normal
6.479957379059598e-09,1.098297860857559e-10,7.424935506743138e-08,Ciclo normal
2.3544110167189175e-06,3.990527146981216e-08,2.866309508301802e-05,Ciclo normal
2.088368398389987e-06,3.5396074548982824e-08,2.492108854349371e-05,Ciclo normal
2.014590684425157e-06,3.414560482076537e-08,2.3785734588813772e-05,Ciclo normal
2.132234059173823e-06,3.6139560324980056e-08,2.6411616184326963e-05,Ciclo normal
2.061466220949211e-06,3.494010543981713e-08,2.3618962375835052e-05,Ciclo normal
2.222274716280608e-06,3.7665673157298445e-08,2.7004234574037062e-05,Ciclo normal
1.8933404410691774e-06,3.209051595032504e-08,2.2371794278462364e-05,Ciclo normal
4.299937955611488e-06,7.28803043323981e-08,5.0863197215960065e-05,Ciclo normal
5.225837638210717e-06,8.857351929170707e-08,7.36358261363053e-05,Ciclo normal
1.0145166356840958e-07,1.7195197214984675e-09,1.1542677672422893e-06,Ciclo normal
9.826965440727976e-08,1.6655873628352501e-09,1.1025722870287957e-06,Ciclo normal
8.964166168308274e-08,1.5193501980183515e-09,1.0089011514970995e-06,Ciclo normal
8.647328748823763e-08,1.4656489404786038e-09,9.870768673882533e-07,Ciclo normal
9.297878822155685e-08,1.5759116647721499e-09,1.0465146489065388e-06,Ciclo normal
1.0221632718168715e-07,1.7324801217235112e-09,1.1492370486504979e-06,Ciclo normal
7.478014155867135e-08,1.2674600264181584e-09,8.629542360599672e-07,Ciclo normal
1.1215604818427377e-06,1.900949969224979e-08,1.2546324376806023e-05,Ciclo normal
9.496088670658889e-07,1.609506554348964e-08,1.1246720042956158e-05,Ciclo normal
1.2944438633686785e-06,2.1939726497774213e-08,1.4938836975037208e-05,Ciclo normal
1.0302552090805405e-06,1.746195269628035e-08,1.1962964696101455e-05,Ciclo normal
1.017142702267306e-06,1.7239706818089934e-08,1.1418655001240156e-05,Ciclo normal
8.503399845324378e-07,1.4412542110719286e-08,9.731176208052488e-06,Ciclo normal
1.027969870285435e-06,1.74232181404311e-08,1.2104098527629231e-05,Ciclo normal
0.0003497031217504644,5.927171555092617e-06,0.00381943865970306,Ciclo normal
0.0004431638270158552,7.511251305353478e-06,0.004935302172574131,Ciclo normal
0.0003878361234825173,6.573493618347751e-06,0.004268711231540083,Ciclo normal
0.00034841591391108,5.905354473069152e-06,0.003896306447212171,Ciclo normal
0.0003339386995832516,5.659977959038163e-06,0.0037506325837455357,Ciclo normal
0.00041258995466503094,6.993050079068321e-06,0.004707151781953273,Ciclo normal
0.00048599777452665744,8.237250415706059e-06,0.00537033928259689,Ciclo normal
0.0004492464639609356,7.614346846795518e-06,0.005125476401504251,Ciclo normal
0.0004342231124464308,7.359713770278488e-06,0.004904472347337956,Ciclo normal
2.31815740557363e-05,3.9290803484298816e-07,0.00027197813462962904,Ciclo normal
3.254198136041608e-05,5.515590061087471e-07,0.0003660369817164061,Ciclo normal
3.9094283417436643e-05,6.626149731768923e-07,0.0004605004685300102,Ciclo normal
5.243397081304354e-05,8.887113697126024e-07,0.0006137011136962625,Ciclo normal
3.5013063860323894e-05,5.934417603444728e-07,0.0004076330657666234,Ciclo normal
2.4906555594589177e-05,4.221450100777827e-07,0.00027630357385039763,Ciclo normal
3.486414811131541e-05,5.909177645985663e-07,0.00042731267576891387,Ciclo normal
3.850944959818243e-05,6.52702535562414e-07,0.00046084110604095523,Ciclo normal
6.262801418035987e-05,1.0614917657688114e-06,0.0007330583946650932,Ciclo normal
4.829824994863016e-05,8.186144059089857e-07,0.0005620364511669556,Ciclo normal
6.872660113444015e-05,1.1648576463464432e-06,0.0007817960579480137,Ciclo normal
0.00011647321457491962,1.974122280930841e-06,0.001431644064601225,Ciclo normal
9.286342682725261e-05,1.5739563869025867e-06,0.001233907884753588,Ciclo normal
9.8387504286977e-05,1.667584818423339e-06,0.0012409426466982762,Ciclo normal
0.00016158192100710513,2.73867662723907e-06,0.0019718068538377934,Ciclo normal
1.358365937064844e-05,2.3023151475675324e-07,0.00017682532757210443,Ciclo normal
1.1091446462106679e-05,1.8799061800180812e-07,0.00015596388964839384,Ciclo normal
9.231082216181029e-06,1.5645902061323778e-07,0.00011714456240565989,Ciclo normal
1.7288186381848555e-05,2.9302010816692466e-07,0.00023068625709871254,Ciclo normal
3.5657967337752e-05,6.043723277585086e-07,0.0004410399016112077,Ciclo normal
2.9436840761056737e-05,4.989295044246904e-07,0.00034291207522662334,Ciclo normal
2.8973174139763897e-05,4.910707481315915e-07,0.0003402777412475651,Ciclo normal
2.8658495800835198e-05,4.857372169633084e-07,0.0003402879733169066,Ciclo normal
4.0273913214988397e-05,6.826086985591253e-07,0.0004821582003171068,Ciclo normal
4.486309452256247e-05,7.603914325858046e-07,0.0005227636496329046,Ciclo normal
4.569429729057611e-05,7.744796150945104e-07,0.0005245102815694689,Ciclo normal
6.40947800827844e-05,1.086352204792956e-06,0.000761644643303139,Ciclo normal
0.00010117624402910128,1.7148515937135811e-06,0.0012025859174829877,Ciclo normal
6.239525349020773e-05,1.0575466693255548e-06,0.0008148597079150509,Ciclo normal
9.100894784346837e-05,1.542524539719803e-06,0.0011363765613718743,Ciclo normal
7.845515516900375e-05,1.3297483926949788e-06,0.0009385712226422031,Ciclo normal
1.2493570750118571e-05,2.1175543644268763e-07,0.00015965032187705081,Ciclo normal
1.241411340427644e-05,2.1040870176739728e-07,0.00015225329198219635,Ciclo normal
1.4655327224613977e-05,2.483953766883725e-07,0.00020892140483691617,Ciclo normal
1.1163872875461585e-05,1.892181843298574e-07,0.00014687178427419867,Ciclo normal
0.00010772341244236405,1.8258205498705771e-06,0.001224694430028376,Ciclo normal
8.350858516463116e-05,1.4153997485530706e-06,0.0010154402069833066,Ciclo normal
7.179376436314419e-05,1.2168434637821049e-06,0.0007967745256481226,Ciclo normal
1.8113003565420305e-06,3.070000604308526e-08,2.1776049025040554e-05,Ciclo normal
3.977011554263346e-06,6.740697549598892e-08,4.9357949793420943e-05,Ciclo normal
3.2171074951409415e-06,5.452724568035494e-08,4.318780424822413e-05,Ciclo normal
2.5373414589541344e-06,4.300578743990058e-08,3.529961700208354e-05,Ciclo normal
2.7812475100251958e-06,4.713978830551179e-08,3.6798105195134574e-05,Ciclo normal
2.0761455914934617e-06,3.518890833039766e-08,2.7196336634413414e-05,Ciclo normal
2.0727759724220684e-06,3.513179614274692e-08,2.8939235032885436e-05,Ciclo normal
1.6332459937574647e-06,2.7682135487414657e-08,2.40018274664166e-05,Ciclo normal
2.006711935796558e-06,3.401206670841623e-08,2.757830986999481e-05,Ciclo normal
1.301623501302262e-07,2.2061415276309526e-09,1.5398760552517557e-06,Ciclo normal
2.648270968934653e-07,4.488594862601107e-09,3.230321186208461e-06,Ciclo normal
2.429309705083028e-07,4.117474076411912e-09,2.942045003907066e-06,Ciclo normal
1.0363218647622647e-05,1.7564777368851945e-07,0.00011584816513624086,Ciclo normal
5.271791780998379e-08,8.935240306776914e-10,5.99242004978683e-07,Ciclo normal
3.3248047426203996e-08,5.635262275627796e-10,3.83537284682834e-07,Ciclo normal
2.92817373879657e-08,4.963006336943339e-10,3.3034398854809013e-07,Ciclo normal
3.0075557748856295e-08,5.097552160823101e-10,3.359951122123881e-07,Ciclo normal
5.6852565561382405e-08,9.636028061251255e-10,6.589128436251703e-07,Ciclo normal
3.086528451012669e-05,5.231404154258761e-07,0.00036263005385128467,Ciclo normal
2.449503533319029e-05,4.151700903930558e-07,0.00026433539227503855,Ciclo normal
3.4601178536865863e-05,5.86460653167218e-07,0.0004182206603927531,Ciclo normal
1.846961015035151e-05,3.130442398364663e-07,0.00022577998921359806,Ciclo normal
3.4292315092017016e-05,5.812256795257121e-07,0.0004565031607812495,Ciclo normal
0.0001303532322612021,2.2093768179864762e-06,0.0014609553272859664,Ciclo normal
9.260564352799763e-05,1.5695871784406378e-06,0.0009993491234796936,Ciclo normal
8.042137755381316e-05,1.3630741958273418e-06,0.0009025062268961607,Ciclo normal
0.00014679521602939098,2.4880545089727285e-06,0.0016328476333952232,Ciclo normal
5.732717751082538e-05,9.716470764546674e-07,0.0006708362384260101,Ciclo normal
1.629760020829368e-05,2.762305120049776e-07,0.00018331019887336272,Ciclo normal
2.0989327887268774e-05,3.5575132012319953e-07,0.0002430284332460401,Ciclo normal
5.140203271342891e-05,8.712208934479477e-07,0.0005948320744806549,Ciclo normal
0.00016315329887493272,2.7653101504225888e-06,0.0018575655720087308,Ciclo normal
0.0002613675544494843,4.429958549991259e-06,0.0030742517556265146,Ciclo normal
0.000373787277629963,6.3353775869485254e-06,0.004205510578814792,Ciclo normal
0.0002421378065618164,4.104030619691803e-06,0.002807272327256193,Ciclo normal
0.0002386508645627477,4.044929907843182e-06,0.002702669941708617,Ciclo normal
0.00020298444330020153,3.4404142932237545e-06,0.0023216295790732125,Ciclo normal
2.2679497233900583e-05,3.843982582017048e-07,0.000269739283381231,Ciclo normal
0.0001288287311297187,2.183537815757944e-06,0.0014300485949406206,Ciclo normal
0.00015716599634886606,2.6638304465909502e-06,0.0017455801083115893,Ciclo normal
0.00011043956914429607,1.8718571041406113e-06,0.0012395456652688794,Ciclo normal
0.00011048380952736408,1.872606941141764e-06,0.001246702016042906,Ciclo normal
8.862882630580162e-05,1.502183496708502e-06,0.0010112005556078343,Ciclo normal
0.0002601763754623378,4.409769075632844e-06,0.002999443531654582,Ciclo normal
0.0001670241595582578,2.830917958614539e-06,0.0018891403267721164,Ciclo normal
0.00027771019023189173,4.706952376811724e-06,0.0032374274696306414,Ciclo normal
0.00013538665368365506,2.294689045485679e-06,0.0015515898884262095,Ciclo normal
6.746828502915468e-05,1.1435302547314354e-06,0.0008095226137832775,Ciclo normal
5.4492026333182663e-05,9.235936666641129e-07,0.0006354905110386788,Ciclo normal
2.7840504041033915e-05,4.7187294984803245e-07,0.00032120791468576995,Ciclo normal
0.00010854192612342761,1.8396936631089425e-06,0.0012334388382026782,Ciclo normal
